Entity,Code,Date,"Daily new confirmed cases of COVID-19 per million people (rolling 3-day average, right-aligned)"
India,IND,"Apr 8, 2020",0.43967
India,IND,"Apr 9, 2020",0.40267
India,IND,"Apr 10, 2020",0.48067
India,IND,"Apr 11, 2020",0.544
India,IND,"Apr 12, 2020",0.63333
India,IND,"Apr 13, 2020",0.662
India,IND,"Apr 14, 2020",0.70467
India,IND,"Apr 15, 2020",0.74467
India,IND,"Apr 16, 2020",0.78
India,IND,"Apr 17, 2020",0.73067
India,IND,"Apr 18, 2020",0.71033
India,IND,"Apr 19, 2020",0.805
India,IND,"Apr 20, 2020",0.93667
India,IND,"Apr 21, 2020",1.01967
India,IND,"Apr 22, 2020",1.03167
India,IND,"Apr 23, 2020",0.997
India,IND,"Apr 24, 2020",1.08133
India,IND,"Apr 25, 2020",1.09233
India,IND,"Apr 26, 2020",1.23267
India,IND,"Apr 27, 2020",1.16333
India,IND,"Apr 28, 2020",1.19067
India,IND,"Apr 29, 2020",1.16833
India,IND,"Apr 30, 2020",1.246
India,IND,"May 1, 2020",1.35467
India,IND,"May 2, 2020",1.45033
Indonesia,IDN,"Mar 2, 2020",0.00233
Indonesia,IDN,"Mar 3, 2020",0.0035
Indonesia,IDN,"Mar 4, 2020",0.007
Indonesia,IDN,"Mar 7, 2020",0.007
Indonesia,IDN,"Mar 8, 2020",0.007
Indonesia,IDN,"Mar 9, 2020",0.007
Indonesia,IDN,"Mar 10, 2020",0.007
Indonesia,IDN,"Mar 11, 2020",0.0275
Indonesia,IDN,"Mar 12, 2020",0.0515
Indonesia,IDN,"Mar 13, 2020",0.0515
Indonesia,IDN,"Mar 14, 2020",0.0915
Indonesia,IDN,"Mar 15, 2020",0.1135
Indonesia,IDN,"Mar 16, 2020",0.10133
Indonesia,IDN,"Mar 17, 2020",0.07933
Indonesia,IDN,"Mar 18, 2020",0.09267
Indonesia,IDN,"Mar 19, 2020",0.067
Indonesia,IDN,"Mar 20, 2020",0.11333
Indonesia,IDN,"Mar 21, 2020",0.167
Indonesia,IDN,"Mar 22, 2020",0.33867
Indonesia,IDN,"Mar 23, 2020",0.34967
Indonesia,IDN,"Mar 24, 2020",0.329
Indonesia,IDN,"Mar 25, 2020",0.28767
Indonesia,IDN,"Mar 26, 2020",0.33633
Indonesia,IDN,"Mar 27, 2020",0.38267
Indonesia,IDN,"Mar 28, 2020",0.43867
Indonesia,IDN,"Mar 29, 2020",0.445
Indonesia,IDN,"Mar 30, 2020",0.47767
Indonesia,IDN,"Mar 31, 2020",0.44867
Indonesia,IDN,"Apr 1, 2020",0.45467
Indonesia,IDN,"Apr 2, 2020",0.478
Indonesia,IDN,"Apr 3, 2020",0.45833
Indonesia,IDN,"Apr 4, 2020",0.55833
Indonesia,IDN,"Apr 5, 2020",0.506
Indonesia,IDN,"Apr 6, 2020",0.589
Indonesia,IDN,"Apr 7, 2020",0.61567
Indonesia,IDN,"Apr 8, 2020",0.78733
Indonesia,IDN,"Apr 9, 2020",0.83233
Indonesia,IDN,"Apr 10, 2020",0.97733
Indonesia,IDN,"Apr 11, 2020",0.94333
Indonesia,IDN,"Apr 12, 2020",1.07967
Indonesia,IDN,"Apr 13, 2020",1.15533
Indonesia,IDN,"Apr 14, 2020",1.27333
Indonesia,IDN,"Apr 15, 2020",1.215
Indonesia,IDN,"Apr 16, 2020",1.09067
Indonesia,IDN,"Apr 17, 2020",1.16867
Indonesia,IDN,"Apr 18, 2020",1.321
Indonesia,IDN,"Apr 19, 2020",1.355
Indonesia,IDN,"Apr 20, 2020",1.29067
Indonesia,IDN,"Apr 21, 2020",1.02
Indonesia,IDN,"Apr 22, 2020",1.081
Indonesia,IDN,"Apr 23, 2020",1.02733
Indonesia,IDN,"Apr 24, 2020",1.237
Indonesia,IDN,"Apr 25, 2020",1.31133
Indonesia,IDN,"Apr 26, 2020",1.449
Indonesia,IDN,"Apr 27, 2020",1.349
Indonesia,IDN,"Apr 28, 2020",1.07833
Indonesia,IDN,"Apr 29, 2020",1.10133
Indonesia,IDN,"Apr 30, 2020",1.08333
Indonesia,IDN,"May 1, 2020",1.24567
Indonesia,IDN,"May 2, 2020",1.26767
Iran,IRN,"Feb 20, 2020",0.008
Iran,IRN,"Feb 21, 2020",0.02
Iran,IRN,"Feb 22, 2020",0.07167
Iran,IRN,"Feb 23, 2020",0.10333
Iran,IRN,"Feb 24, 2020",0.151
Iran,IRN,"Feb 25, 2020",0.17067
Iran,IRN,"Feb 26, 2020",0.266
Iran,IRN,"Feb 27, 2020",0.381
Iran,IRN,"Feb 28, 2020",0.73033
Iran,IRN,"Feb 29, 2020",1.163
Iran,IRN,"Mar 1, 2020",1.802
Iran,IRN,"Mar 2, 2020",2.90933
Iran,IRN,"Mar 3, 2020",4.41733
Iran,IRN,"Mar 4, 2020",6.91733
Iran,IRN,"Mar 5, 2020",7.715
Iran,IRN,"Mar 6, 2020",7.98467
Iran,IRN,"Mar 7, 2020",9.56833
Iran,IRN,"Mar 8, 2020",11.513
Iran,IRN,"Mar 9, 2020",12.11633
Iran,IRN,"Mar 10, 2020",9.58033
Iran,IRN,"Mar 11, 2020",8.80633
Iran,IRN,"Mar 12, 2020",9.65967
Iran,IRN,"Mar 13, 2020",11.56467
Iran,IRN,"Mar 14, 2020",13.184
Iran,IRN,"Mar 15, 2020",14.799
Iran,IRN,"Mar 16, 2020",15.33067
Iran,IRN,"Mar 17, 2020",14.394
Iran,IRN,"Mar 18, 2020",13.652
Iran,IRN,"Mar 19, 2020",13.58467
Iran,IRN,"Mar 20, 2020",13.55667
Iran,IRN,"Mar 21, 2020",13.79067
Iran,IRN,"Mar 22, 2020",12.89367
Iran,IRN,"Mar 23, 2020",12.82233
Iran,IRN,"Mar 24, 2020",13.513
Iran,IRN,"Mar 25, 2020",16.672
Iran,IRN,"Mar 26, 2020",21.347
Iran,IRN,"Mar 27, 2020",25.22833
Iran,IRN,"Mar 28, 2020",29.84767
Iran,IRN,"Mar 29, 2020",33.30033
Iran,IRN,"Mar 30, 2020",35.33233
Iran,IRN,"Mar 31, 2020",36.36433
Iran,IRN,"Apr 1, 2020",36.50333
Iran,IRN,"Apr 2, 2020",36.84467
Iran,IRN,"Apr 3, 2020",35.61033
Iran,IRN,"Apr 4, 2020",23.264
Iran,IRN,"Apr 5, 2020",32.344
Iran,IRN,"Apr 6, 2020",30.78833
Iran,IRN,"Apr 7, 2020",39.813
Iran,IRN,"Apr 8, 2020",27.169
Iran,IRN,"Apr 9, 2020",25.24033
Iran,IRN,"Apr 10, 2020",22.70033
Iran,IRN,"Apr 11, 2020",22.236
Iran,IRN,"Apr 12, 2020",21.601
Iran,IRN,"Apr 13, 2020",21.69233
Iran,IRN,"Apr 14, 2020",20.28367
Iran,IRN,"Apr 15, 2020",19.24
Iran,IRN,"Apr 16, 2020",18.66467
Iran,IRN,"Apr 17, 2020",18.621
Iran,IRN,"Apr 18, 2020",18.32333
Iran,IRN,"Apr 19, 2020",17.77567
Iran,IRN,"Apr 20, 2020",16.73167
Iran,IRN,"Apr 21, 2020",15.918
Iran,IRN,"Apr 22, 2020",15.61233
Iran,IRN,"Apr 23, 2020",15.021
Iran,IRN,"Apr 24, 2020",13.97333
Iran,IRN,"Apr 25, 2020",13.46133
Iran,IRN,"Apr 26, 2020",13.22333
Iran,IRN,"Apr 27, 2020",13.71133
Iran,IRN,"Apr 28, 2020",13.009
Iran,IRN,"Apr 29, 2020",12.92167
Iran,IRN,"Apr 30, 2020",12.60433
Iran,IRN,"May 1, 2020",12.57233
Iran,IRN,"May 2, 2020",12.15167
Iraq,IRQ,"Feb 25, 2020",0.00833
Iraq,IRQ,"Feb 26, 2020",0.04133
Iraq,IRQ,"Feb 27, 2020",0.04133
Iraq,IRQ,"Feb 28, 2020",0.04133
Iraq,IRQ,"Feb 29, 2020",0.01667
Iraq,IRQ,"Mar 1, 2020",0.06633
Iraq,IRQ,"Mar 2, 2020",0.10767
Iraq,IRQ,"Mar 3, 2020",0.116
Iraq,IRQ,"Mar 4, 2020",0.10767
Iraq,IRQ,"Mar 5, 2020",0.09933
Iraq,IRQ,"Mar 6, 2020",0.14067
Iraq,IRQ,"Mar 7, 2020",0.149
Iraq,IRQ,"Mar 8, 2020",0.286
Iraq,IRQ,"Mar 9, 2020",0.286
Iraq,IRQ,"Mar 10, 2020",0.286
Iraq,IRQ,"Mar 11, 2020",0.087
Iraq,IRQ,"Mar 12, 2020",0.112
Iraq,IRQ,"Mar 13, 2020",0.10767
Iraq,IRQ,"Mar 14, 2020",0.19867
Iraq,IRQ,"Mar 15, 2020",0.124
Iraq,IRQ,"Mar 16, 2020",0.41433
Iraq,IRQ,"Mar 17, 2020",0.32333
Iraq,IRQ,"Mar 18, 2020",0.572
Iraq,IRQ,"Mar 19, 2020",0.33167
Iraq,IRQ,"Mar 20, 2020",0.43933
Iraq,IRQ,"Mar 21, 2020",0.32333
Iraq,IRQ,"Mar 22, 2020",0.41433
Iraq,IRQ,"Mar 23, 2020",0.464
Iraq,IRQ,"Mar 24, 2020",0.60467
Iraq,IRQ,"Mar 25, 2020",0.845
Iraq,IRQ,"Mar 26, 2020",0.93633
Iraq,IRQ,"Mar 27, 2020",0.96133
Iraq,IRQ,"Mar 28, 2020",1.17667
Iraq,IRQ,"Mar 29, 2020",1.32567
Iraq,IRQ,"Mar 30, 2020",1.367
Iraq,IRQ,"Mar 31, 2020",1.42533
Iraq,IRQ,"Apr 1, 2020",1.558
Iraq,IRQ,"Apr 2, 2020",1.21833
Iraq,IRQ,"Apr 3, 2020",1.17667
Iraq,IRQ,"Apr 4, 2020",0.64633
Iraq,IRQ,"Apr 5, 2020",1.52467
Iraq,IRQ,"Apr 6, 2020",1.56633
Iraq,IRQ,"Apr 7, 2020",2.14633
Iraq,IRQ,"Apr 8, 2020",1.268
Iraq,IRQ,"Apr 9, 2020",1.997
Iraq,IRQ,"Apr 10, 2020",1.66567
Iraq,IRQ,"Apr 11, 2020",2.05533
Iraq,IRQ,"Apr 12, 2020",0.96167
Iraq,IRQ,"Apr 13, 2020",0.99467
Iraq,IRQ,"Apr 14, 2020",0.82033
Iraq,IRQ,"Apr 15, 2020",0.67933
Iraq,IRQ,"Apr 16, 2020",0.522
Iraq,IRQ,"Apr 17, 2020",0.464
Iraq,IRQ,"Apr 18, 2020",0.67933
Iraq,IRQ,"Apr 19, 2020",0.555
Iraq,IRQ,"Apr 20, 2020",0.87
Iraq,IRQ,"Apr 21, 2020",0.76233
Iraq,IRQ,"Apr 22, 2020",0.99433
Iraq,IRQ,"Apr 23, 2020",0.522
Iraq,IRQ,"Apr 24, 2020",0.85367
Iraq,IRQ,"Apr 25, 2020",0.87867
Iraq,IRQ,"Apr 26, 2020",1.33433
Iraq,IRQ,"Apr 27, 2020",1.185
Iraq,IRQ,"Apr 28, 2020",1.15167
Iraq,IRQ,"Apr 29, 2020",0.696
Iraq,IRQ,"Apr 30, 2020",1.51633
Iraq,IRQ,"May 1, 2020",1.97233
Iraq,IRQ,"May 2, 2020",2.536
Ireland,IRL,"Mar 1, 2020",0.06767
Ireland,IRL,"Mar 2, 2020",0.06767
Ireland,IRL,"Mar 3, 2020",0.1015
Ireland,IRL,"Mar 4, 2020",0.1015
Ireland,IRL,"Mar 5, 2020",0.5065
Ireland,IRL,"Mar 6, 2020",0.81033
Ireland,IRL,"Mar 7, 2020",1.08033
Ireland,IRL,"Mar 8, 2020",0.878
Ireland,IRL,"Mar 9, 2020",0.54033
Ireland,IRL,"Mar 10, 2020",0.304
Ireland,IRL,"Mar 11, 2020",1.62
Ireland,IRL,"Mar 12, 2020",2.2275
Ireland,IRL,"Mar 13, 2020",3.30767
Ireland,IRL,"Mar 14, 2020",3.78033
Ireland,IRL,"Mar 15, 2020",5.80567
Ireland,IRL,"Mar 16, 2020",6.68333
Ireland,IRL,"Mar 17, 2020",8.911
Ireland,IRL,"Mar 18, 2020",11.00367
Ireland,IRL,"Mar 19, 2020",13.29867
Ireland,IRL,"Mar 20, 2020",22.547
Ireland,IRL,"Mar 21, 2020",26.39467
Ireland,IRL,"Mar 22, 2020",28.285
Ireland,IRL,"Mar 23, 2020",23.55967
Ireland,IRL,"Mar 24, 2020",29.838
Ireland,IRL,"Mar 25, 2020",36.72367
Ireland,IRL,"Mar 26, 2020",44.41933
Ireland,IRL,"Mar 27, 2020",46.84933
Ireland,IRL,"Mar 28, 2020",53.465
Ireland,IRL,"Mar 29, 2020",57.448
Ireland,IRL,"Mar 30, 2020",53.73533
Ireland,IRL,"Mar 31, 2020",53.26267
Ireland,IRL,"Apr 1, 2020",55.35533
Ireland,IRL,"Apr 2, 2020",56.16533
Ireland,IRL,"Apr 3, 2020",63.38867
Ireland,IRL,"Apr 4, 2020",70.07167
Ireland,IRL,"Apr 5, 2020",78.105
Ireland,IRL,"Apr 6, 2020",85.193
Ireland,IRL,"Apr 7, 2020",73.64933
Ireland,IRL,"Apr 8, 2020",74.59433
Ireland,IRL,"Apr 9, 2020",75.13467
Ireland,IRL,"Apr 10, 2020",136.97067
Ireland,IRL,"Apr 11, 2020",160.66567
Ireland,IRL,"Apr 12, 2020",182.53767
Ireland,IRL,"Apr 13, 2020",152.7
Ireland,IRL,"Apr 14, 2020",172.68167
Ireland,IRL,"Apr 15, 2020",172.209
Ireland,IRL,"Apr 16, 2020",195.22867
Ireland,IRL,"Apr 17, 2020",177.137
Ireland,IRL,"Apr 18, 2020",168.83367
Ireland,IRL,"Apr 19, 2020",149.25667
Ireland,IRL,"Apr 20, 2020",133.66267
Ireland,IRL,"Apr 21, 2020",112.87067
Ireland,IRL,"Apr 22, 2020",86.54333
Ireland,IRL,"Apr 23, 2020",95.85933
Ireland,IRL,"Apr 24, 2020",131.97533
Ireland,IRL,"Apr 25, 2020",144.734
Ireland,IRL,"Apr 26, 2020",127.58733
Ireland,IRL,"Apr 27, 2020",111.72333
Ireland,IRL,"Apr 28, 2020",98.82967
Ireland,IRL,"Apr 29, 2020",88.83867
Ireland,IRL,"Apr 30, 2020",66.899
Ireland,IRL,"May 1, 2020",65.07633
Ireland,IRL,"May 2, 2020",64.53633
Isle of Man,IMN,"Mar 21, 2020",11.76
Isle of Man,IMN,"Mar 22, 2020",11.76
Isle of Man,IMN,"Mar 23, 2020",7.84
Isle of Man,IMN,"Mar 24, 2020",47.041
Isle of Man,IMN,"Mar 25, 2020",82.322
Isle of Man,IMN,"Mar 26, 2020",82.322
Isle of Man,IMN,"Mar 27, 2020",50.96133
Isle of Man,IMN,"Mar 28, 2020",23.52067
Isle of Man,IMN,"Mar 29, 2020",35.281
Isle of Man,IMN,"Mar 30, 2020",62.72167
Isle of Man,IMN,"Mar 31, 2020",50.96133
Isle of Man,IMN,"Apr 1, 2020",78.402
Isle of Man,IMN,"Apr 2, 2020",90.16233
Isle of Man,IMN,"Apr 3, 2020",113.683
Isle of Man,IMN,"Apr 4, 2020",243.046
Isle of Man,IMN,"Apr 5, 2020",239.12567
Isle of Man,IMN,"Apr 6, 2020",219.525
Isle of Man,IMN,"Apr 7, 2020",98.002
Isle of Man,IMN,"Apr 8, 2020",94.082
Isle of Man,IMN,"Apr 9, 2020",121.52267
Isle of Man,IMN,"Apr 10, 2020",199.92467
Isle of Man,IMN,"Apr 11, 2020",199.92467
Isle of Man,IMN,"Apr 12, 2020",266.56633
Isle of Man,IMN,"Apr 13, 2020",148.96367
Isle of Man,IMN,"Apr 14, 2020",160.724
Isle of Man,IMN,"Apr 15, 2020",62.72167
Isle of Man,IMN,"Apr 16, 2020",101.92233
Isle of Man,IMN,"Apr 17, 2020",164.64367
Isle of Man,IMN,"Apr 18, 2020",184.244
Isle of Man,IMN,"Apr 19, 2020",168.56367
Isle of Man,IMN,"Apr 20, 2020",54.881
Isle of Man,IMN,"Apr 21, 2020",43.121
Isle of Man,IMN,"Apr 22, 2020",39.201
Isle of Man,IMN,"Apr 23, 2020",35.281
Isle of Man,IMN,"Apr 24, 2020",27.44067
Isle of Man,IMN,"Apr 25, 2020",3.92
Isle of Man,IMN,"Apr 26, 2020",3.92
Isle of Man,IMN,"Apr 27, 2020",3.92
Isle of Man,IMN,"Apr 29, 2020",3.92
Isle of Man,IMN,"Apr 30, 2020",19.60033
Isle of Man,IMN,"May 1, 2020",27.44067
Isle of Man,IMN,"May 2, 2020",27.44067
Israel,ISR,"Feb 22, 2020",0.03867
Israel,ISR,"Feb 23, 2020",0.03867
Israel,ISR,"Feb 24, 2020",0.07733
Israel,ISR,"Feb 25, 2020",0.03867
Israel,ISR,"Feb 26, 2020",0.03867
Israel,ISR,"Feb 28, 2020",0.03867
Israel,ISR,"Feb 29, 2020",0.19267
Israel,ISR,"Mar 1, 2020",0.19267
Israel,ISR,"Mar 2, 2020",0.26967
Israel,ISR,"Mar 3, 2020",0.1735
Israel,ISR,"Mar 4, 2020",0.347
Israel,ISR,"Mar 5, 2020",0.578
Israel,ISR,"Mar 6, 2020",0.4045
Israel,ISR,"Mar 7, 2020",0.34667
Israel,ISR,"Mar 8, 2020",0.385
Israel,ISR,"Mar 9, 2020",0.847
Israel,ISR,"Mar 10, 2020",1.155
Israel,ISR,"Mar 11, 2020",2.5995
Israel,ISR,"Mar 12, 2020",2.484
Israel,ISR,"Mar 13, 2020",2.195
Israel,ISR,"Mar 14, 2020",1.77133
Israel,ISR,"Mar 15, 2020",3.697
Israel,ISR,"Mar 16, 2020",5.93067
Israel,ISR,"Mar 17, 2020",5.54533
Israel,ISR,"Mar 18, 2020",9.589
Israel,ISR,"Mar 19, 2020",7.04733
Israel,ISR,"Mar 20, 2020",16.059
Israel,ISR,"Mar 21, 2020",10.97567
Israel,ISR,"Mar 22, 2020",17.33
Israel,ISR,"Mar 23, 2020",15.17333
Israel,ISR,"Mar 24, 2020",28.113
Israel,ISR,"Mar 25, 2020",40.321
Israel,ISR,"Mar 26, 2020",49.98733
Israel,ISR,"Mar 27, 2020",47.13733
Israel,ISR,"Mar 28, 2020",42.55467
Israel,ISR,"Mar 29, 2020",48.13867
Israel,ISR,"Mar 30, 2020",60.886
Israel,ISR,"Mar 31, 2020",55.37867
Israel,ISR,"Apr 1, 2020",49.94867
Israel,ISR,"Apr 2, 2020",51.75867
Israel,ISR,"Apr 3, 2020",68.511
Israel,ISR,"Apr 4, 2020",96.73967
Israel,ISR,"Apr 5, 2020",93.466
Israel,ISR,"Apr 6, 2020",83.877
Israel,ISR,"Apr 7, 2020",56.84233
Israel,ISR,"Apr 8, 2020",47.36867
Israel,ISR,"Apr 9, 2020",37.50967
Israel,ISR,"Apr 10, 2020",40.97567
Israel,ISR,"Apr 11, 2020",44.67267
Israel,ISR,"Apr 12, 2020",51.56633
Israel,ISR,"Apr 13, 2020",45.32733
Israel,ISR,"Apr 14, 2020",45.366
Israel,ISR,"Apr 15, 2020",50.17967
Israel,ISR,"Apr 16, 2020",52.22067
Israel,ISR,"Apr 17, 2020",45.13467
Israel,ISR,"Apr 18, 2020",36.046
Israel,ISR,"Apr 19, 2020",29.42233
Israel,ISR,"Apr 20, 2020",28.22833
Israel,ISR,"Apr 21, 2020",28.15133
Israel,ISR,"Apr 22, 2020",26.07167
Israel,ISR,"Apr 23, 2020",42.40033
Israel,ISR,"Apr 24, 2020",45.01933
Israel,ISR,"Apr 25, 2020",42.97833
Israel,ISR,"Apr 26, 2020",27.189
Israel,ISR,"Apr 27, 2020",19.87167
Israel,ISR,"Apr 28, 2020",15.71233
Israel,ISR,"Apr 29, 2020",11.20667
Israel,ISR,"Apr 30, 2020",16.791
Israel,ISR,"May 1, 2020",18.48567
Israel,ISR,"May 2, 2020",19.718
Italy,ITA,"Jan 31, 2020",0.01667
Italy,ITA,"Feb 1, 2020",0.01667
Italy,ITA,"Feb 2, 2020",0.01667
Italy,ITA,"Feb 22, 2020",0.07733
Italy,ITA,"Feb 23, 2020",0.419
Italy,ITA,"Feb 24, 2020",0.71133
Italy,ITA,"Feb 25, 2020",1.16867
Italy,ITA,"Feb 26, 2020",1.33967
Italy,ITA,"Feb 27, 2020",1.47733
Italy,ITA,"Feb 28, 2020",2.321
Italy,ITA,"Feb 29, 2020",3.12033
Italy,ITA,"Mar 1, 2020",4.01333
Italy,ITA,"Mar 2, 2020",5.728
Italy,ITA,"Mar 3, 2020",6.329
Italy,ITA,"Mar 4, 2020",7.575
Italy,ITA,"Mar 5, 2020",7.71833
Italy,ITA,"Mar 6, 2020",10.045
Italy,ITA,"Mar 7, 2020",11.76533
Italy,ITA,"Mar 8, 2020",15.404
Italy,ITA,"Mar 9, 2020",19.39
Italy,ITA,"Mar 10, 2020",25.00767
Italy,ITA,"Mar 11, 2020",23.519
Italy,ITA,"Mar 12, 2020",28.04533
Italy,ITA,"Mar 13, 2020",32.75367
Italy,ITA,"Mar 14, 2020",41.40933
Italy,ITA,"Mar 15, 2020",47.93667
Italy,ITA,"Mar 16, 2020",48.885
Italy,ITA,"Mar 17, 2020",56.89533
Italy,ITA,"Mar 18, 2020",57.05533
Italy,ITA,"Mar 19, 2020",64.68533
Italy,ITA,"Mar 20, 2020",71.97367
Italy,ITA,"Mar 21, 2020",85.536
Italy,ITA,"Mar 22, 2020",98.492
Italy,ITA,"Mar 23, 2020",99.80433
Italy,ITA,"Mar 24, 2020",93.205
Italy,ITA,"Mar 25, 2020",85.99367
Italy,ITA,"Mar 26, 2020",84.064
Italy,ITA,"Mar 27, 2020",91.584
Italy,ITA,"Mar 28, 2020",95.49833
Italy,ITA,"Mar 29, 2020",99.71033
Italy,ITA,"Mar 30, 2020",94.55
Italy,ITA,"Mar 31, 2020",84.02533
Italy,ITA,"Apr 1, 2020",73.43467
Italy,ITA,"Apr 2, 2020",71.03633
Italy,ITA,"Apr 3, 2020",74.44367
Italy,ITA,"Apr 4, 2020",77.37667
Italy,ITA,"Apr 5, 2020",77.50367
Italy,ITA,"Apr 6, 2020",75.563
Italy,ITA,"Apr 7, 2020",70.127
Italy,ITA,"Apr 8, 2020",60.39067
Italy,ITA,"Apr 9, 2020",57.74433
Italy,ITA,"Apr 10, 2020",61.07967
Italy,ITA,"Apr 11, 2020",66.10767
Italy,ITA,"Apr 12, 2020",70.838
Italy,ITA,"Apr 13, 2020",70.22067
Italy,ITA,"Apr 14, 2020",65.82133
Italy,ITA,"Apr 15, 2020",56.32767
Italy,ITA,"Apr 16, 2020",48.47133
Italy,ITA,"Apr 17, 2020",51.961
Italy,ITA,"Apr 18, 2020",54.83333
Italy,ITA,"Apr 19, 2020",59.37633
Italy,ITA,"Apr 20, 2020",55.302
Italy,ITA,"Apr 21, 2020",48.48233
Italy,ITA,"Apr 22, 2020",44.28133
Italy,ITA,"Apr 23, 2020",46.06233
Italy,ITA,"Apr 24, 2020",48.21233
Italy,ITA,"Apr 25, 2020",49.822
Italy,ITA,"Apr 26, 2020",44.237
Italy,ITA,"Apr 27, 2020",42.46167
Italy,ITA,"Apr 28, 2020",35.394
Italy,ITA,"Apr 29, 2020",33.92767
Italy,ITA,"Apr 30, 2020",32.61567
Italy,ITA,"May 1, 2020",33.349
Italy,ITA,"May 2, 2020",32.65433
Jamaica,JAM,"Mar 12, 2020",0.675
Jamaica,JAM,"Mar 13, 2020",1.013
Jamaica,JAM,"Mar 14, 2020",0.90033
Jamaica,JAM,"Mar 15, 2020",1.013
Jamaica,JAM,"Mar 16, 2020",0.675
Jamaica,JAM,"Mar 17, 2020",0.3375
Jamaica,JAM,"Mar 18, 2020",0.56267
Jamaica,JAM,"Mar 19, 2020",0.56267
Jamaica,JAM,"Mar 20, 2020",0.67533
Jamaica,JAM,"Mar 21, 2020",0.67533
Jamaica,JAM,"Mar 22, 2020",0.45033
Jamaica,JAM,"Mar 23, 2020",0.33767
Jamaica,JAM,"Mar 25, 2020",0.225
Jamaica,JAM,"Mar 26, 2020",0.67533
Jamaica,JAM,"Mar 27, 2020",0.788
Jamaica,JAM,"Mar 28, 2020",0.563
Jamaica,JAM,"Mar 29, 2020",0.788
Jamaica,JAM,"Mar 30, 2020",0.90033
Jamaica,JAM,"Mar 31, 2020",1.35067
Jamaica,JAM,"Apr 1, 2020",0.67533
Jamaica,JAM,"Apr 2, 2020",1.12567
Jamaica,JAM,"Apr 3, 2020",1.013
Jamaica,JAM,"Apr 4, 2020",1.68833
Jamaica,JAM,"Apr 5, 2020",1.238
Jamaica,JAM,"Apr 6, 2020",1.238
Jamaica,JAM,"Apr 7, 2020",0.67533
Jamaica,JAM,"Apr 8, 2020",0.90067
Jamaica,JAM,"Apr 9, 2020",0.563
Jamaica,JAM,"Apr 10, 2020",0.45033
Jamaica,JAM,"Apr 11, 2020",0.225
Jamaica,JAM,"Apr 12, 2020",0.67533
Jamaica,JAM,"Apr 13, 2020",1.013
Jamaica,JAM,"Apr 14, 2020",0.90067
Jamaica,JAM,"Apr 15, 2020",4.05267
Jamaica,JAM,"Apr 16, 2020",5.96633
Jamaica,JAM,"Apr 17, 2020",7.88
Jamaica,JAM,"Apr 18, 2020",6.529
Jamaica,JAM,"Apr 19, 2020",5.40333
Jamaica,JAM,"Apr 20, 2020",5.966
Jamaica,JAM,"Apr 21, 2020",6.754
Jamaica,JAM,"Apr 22, 2020",6.754
Jamaica,JAM,"Apr 23, 2020",6.30367
Jamaica,JAM,"Apr 24, 2020",3.26433
Jamaica,JAM,"Apr 25, 2020",6.191
Jamaica,JAM,"Apr 26, 2020",5.966
Jamaica,JAM,"Apr 27, 2020",11.03167
Jamaica,JAM,"Apr 28, 2020",8.55533
Jamaica,JAM,"Apr 29, 2020",8.55533
Jamaica,JAM,"Apr 30, 2020",5.17833
Jamaica,JAM,"May 1, 2020",6.529
Jamaica,JAM,"May 2, 2020",5.741
Japan,JPN,"Jan 15, 2020",0.00267
Japan,JPN,"Jan 16, 2020",0.00267
Japan,JPN,"Jan 17, 2020",0.00267
Japan,JPN,"Jan 24, 2020",0.00267
Japan,JPN,"Jan 25, 2020",0.00267
Japan,JPN,"Jan 26, 2020",0.00533
Japan,JPN,"Jan 27, 2020",0.00267
Japan,JPN,"Jan 28, 2020",0.00533
Japan,JPN,"Jan 29, 2020",0.01067
Japan,JPN,"Jan 30, 2020",0.02133
Japan,JPN,"Jan 31, 2020",0.02667
Japan,JPN,"Feb 1, 2020",0.02133
Japan,JPN,"Feb 2, 2020",0.02133
Japan,JPN,"Feb 3, 2020",0.016
Japan,JPN,"Feb 4, 2020",0.01333
Japan,JPN,"Feb 5, 2020",0.016
Japan,JPN,"Feb 6, 2020",0.01333
Japan,JPN,"Feb 7, 2020",0.01333
Japan,JPN,"Feb 13, 2020",0.01067
Japan,JPN,"Feb 14, 2020",0.01333
Japan,JPN,"Feb 15, 2020",0.03433
Japan,JPN,"Feb 16, 2020",0.06067
Japan,JPN,"Feb 17, 2020",0.07633
Japan,JPN,"Feb 18, 2020",0.05533
Japan,JPN,"Feb 19, 2020",0.03667
Japan,JPN,"Feb 20, 2020",0.06567
Japan,JPN,"Feb 21, 2020",0.08933
Japan,JPN,"Feb 22, 2020",0.10267
Japan,JPN,"Feb 23, 2020",0.12633
Japan,JPN,"Feb 24, 2020",0.13433
Japan,JPN,"Feb 25, 2020",0.10267
Japan,JPN,"Feb 26, 2020",0.08433
Japan,JPN,"Feb 27, 2020",0.11067
Japan,JPN,"Feb 28, 2020",0.174
Japan,JPN,"Feb 29, 2020",0.174
Japan,JPN,"Mar 1, 2020",0.13967
Japan,JPN,"Mar 2, 2020",0.116
Japan,JPN,"Mar 3, 2020",0.06333
Japan,JPN,"Mar 4, 2020",0.07667
Japan,JPN,"Mar 5, 2020",0.166
Japan,JPN,"Mar 6, 2020",0.25033
Japan,JPN,"Mar 7, 2020",0.36867
Japan,JPN,"Mar 8, 2020",0.36367
Japan,JPN,"Mar 9, 2020",0.36633
Japan,JPN,"Mar 10, 2020",0.27967
