ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
4520,Armenia,ARM,,,Asia,Introduction / extension of measures,Lockdown,Partial lockdown,No,Armenia’s government has decided to extend a nationwide lockdown by at least ten days,,31/03/2020,Government of Armenia ,Government,https://www.azatutyun.am/a/30520272.html,09/04/2020,
93,Australia,AUS,,,Pacific,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"Citizens from China, Italy, South Korea, Iran, Cruise Ship are not allowed to enter country for 14 days from when they left said country. ",Not applicable,01/03/2020,IATA,Other organisations,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,14/03/2020,
94,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"14 days self-quarantine, for nationals arriving from China, Italy, Iran or South Korea",Not available,01/03/2020,IATA,Other organisations,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,14/03/2020,
95,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Mass gatherings of more than 500 banned,Not available,13/03/2020,Department of Health,Government,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert#current-status,14/03/2020,
96,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Implementation of an economic response to the coronavirus totalling $17.6 billion across the forward estimates. ,Not applicable,01/03/2020,Department of Health,Government,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert#current-status,14/03/2020,
97,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Additional masks and funding,Not applicable,12/03/2020,Department of Health,Government,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert#current-status,14/03/2020,
98,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,No,Australian Health Sector Emergency Plan Activated,Not applicable,17/02/2020,Department of Health,Government,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert#current-status,14/03/2020,
1074,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Awareness campaigns,Yes,Subscription service available for COVID-19 newsletter for GPs,,17/03/2020,Ministry of Health,Government,https://www.health.gov.au/news/subscription-service-for-covid-19-newsletter-for-gps-now-available,21/03/2020,
1075,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Awareness campaigns,No,A national campaign has launched to inform all Australians about the coronavirus (COVID-19).,,20/03/2020,Ministry of Health,Government,https://www.health.gov.au/news/subscription-service-for-covid-19-newsletter-for-gps-now-available,21/03/2020,
1076,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"Additional funding of $444.6 million to strengthen the aged care industry, with specific mechanisms to reinforce the aged care workforce.",,20/03/2020,Ministry of Health,Government,https://www.health.gov.au/ministers/senator-the-hon-richard-colbeck/media/measures-to-support-senior-australians-and-those-who-care-for-them,21/03/2020,
1077,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"From 1 May 2020, you must have had your influenza vaccination to visit an aged care facility.",,18/03/2020,Ministry of Health,Government,https://www.health.gov.au/news/advice-for-aged-care-facilities-and-visitors-to-residents,21/03/2020,
1078,Australia,AUS,,,Pacific,Introduction / extension of measures,Movement restrictions,Border closure ,No,"From 9pm AEDT 20 March 2020, our borders are closed except for Australian citizens, residents and immediate family members. Arrivals must self isolate for 14 days",,20/03/2020,Aust Govt,Government,https://www.australia.gov.au,21/03/2020,
1079,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"All travellers to Australia are required to self-isolate for 14 days, either at home or in a hotel.",,20/03/2020,Aust Govt,Government,https://www.australia.gov.au,21/03/2020,
1080,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Australian banks to defer loan repayments for small businesses affected by COVID-19 by 6 months. ,,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-0,21/03/2020,
1081,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,No,"Non-essential indoor gatherings of fewer than 100 people permitted if in a given occupied space, there must be a density of no more than one person per four square metres of floor space. The 4 square metre arrangements for venues will come into effect from 20 March 2020 and will be mandated through state and territory regulatory arrangements.",,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-1,21/03/2020,
1082,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,"Under the Commonwealth Biosecurity Act 2015 states and territories will nominate remote Indigenous areas in consultation with Indigenous communities, and an emergency requirement determined under the Biosecurity Act 2015 will restrict persons from entering or leaving those nominated areas.",,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-2,21/03/2020,
1083,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Changes in prison-related policies,Yes,"State and Territory leaders agreed that from 20 March 2020 each State’s and Territory’s adult correctional system will restructure personal prison visits to help manage the risk posed to prisoners and staff by the introduction of COVID-19 into custodial facilities. Depending on their operational needs, this may include stopping visits in some jurisdictions",,20/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/update-coronavirus-measures-2,21/03/2020,
1100,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,No,"Australian authorities closed Bondi beach and removed hundreds of people from other popular Sydney beaches on Saturday, citing the “irresponsible behaviour” of large crowds that had gathered in clear defiance of public health warnings of gatherings over 500 people.",,20/03/2020,The Guardian,Media,https://www.theguardian.com/australia-news/2020/mar/21/bondi-beach-closed-down-after-crowds-defy-ban-on-gatherings-of-more-than-500-people?utm_term=RWRpdG9yaWFsX0d1YXJkaWFuVG9kYXlVS19XZWVrZW5kLTIwMDMyMQ%3D%3D&utm_source=esp&utm_medium=Email&CMP=GTUK_email&utm_campaign=GuardianTodayUK,21/03/2020,
1421,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Public services closure ,Yes,"Pubs, licensed clubs and hotels (excluding accommodation), places of worship, gyms, indoor sporting venues, cinemas, casinos to close from midday Monday, March 22 for at least 6 months",Not available,22/03/2020,Aust Govt,Government,https://www.australia.gov.au,22/03/2020,
1422,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,No,No non-essential gatherings of more than 500 people outside or more than 100 people inside. All non-essential indoor gatherings of less than 100 people must have no more than one person per 4sqm. All Australians should expect their local businesses to be following this rule.,Not available,22/03/2020,Aust Govt,Government,https://www.australia.gov.au,22/03/2020,
1423,Australia,AUS,"NSW, Vic, ACT",,Pacific,Introduction / extension of measures,Social distancing,Public services closure ,Yes,"All non-essential services in New South Wales, Victoria, and the Australian Capital Territory will be shut down over the next two days excluding supermarkets, petrol stations, pharmacies, convenience stores, freight and logistics, and home delivery. ",Not available,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1424,Australia,AUS,"Vic, ACT",,Pacific,Introduction / extension of measures,Social distancing,Schools closure ,Yes,"In Victoria, school holidays will also be brought forward to enable schools to close from Tuesday. Schools in Canberra will be open on Monday but move to online learning from Tuesday.",Not applicable,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1425,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,General recommendations,No,PM urged Australians to cancel all non-essential domestic travel.,Not available,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1426,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"Government’s new $66 billion coronavirus stimulus to provide relief for small business, casuals and welfare recipients",Not applicable,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/government-s-66-billion-coronavirus-stimulus-to-provide-relief-for-small-business-casuals-and-welfare-recipients,22/03/2020,
1427,Australia,AUS,"SA, WA, Tas, NT",,Pacific,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,"South Australia and Western Australia will effectively close their borders on March 24 at 4pm anyone entering the state would be subject to a mandatory 14-day isolation period. Essential services, including the supply of food would not be affected. Tasmania and the Northern Territory already have such restrictions in place.",Not available,22/03/2020,SBS News,Media,https://www.sbs.com.au/news/states-to-shut-down-non-essential-services-victorian-school-holidays-brought-forward,22/03/2020,
1428,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"The Government is allowing individuals “in financial stress” by the Coronavirus to access up to $10,000 of their superannuation in 2019-20 and a further $10,000 in 2020-21.",Not applicable,22/03/2020,Aust Treasury,Government,https://treasury.gov.au/coronavirus/households,22/03/2020,
1429,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"The Government is guaranteeing unsecured small business loans up to $AU250,000 for lenders providing credit to existing small business customers. This reform will help small businesses get access to credit quickly and efficiently.",Not applicable,22/03/2020,Aust Treasury,Government,https://treasury.gov.au/coronavirus/business-investment,22/03/2020,
2251,Australia,AUS,Qld,,Pacific,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,Anyone entering Queensland from the air or by road will be forced to isolate themselves for 14 days from Wednesday night 25 March ,Other (add in comments),25/03/2020,SBS News,Media,https://www.sbs.com.au/news/queensland-becomes-latest-state-to-close-borders-amid-covid-19-pandemic,25/03/2020,
2252,Australia,AUS,,,Pacific,Introduction / extension of measures,Movement restrictions,International flights suspension,No,"All Australians will be barred from leaving the country to travel overseas, with small exceptions for some aid workers and vital government duties.",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/australians-will-be-banned-from-leaving-the-country-under-new-coronavirus-measures,25/03/2020,
2253,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Public services closure ,Yes,"Nail salons, libraries, public pools, galleries, museums, youth centres, community halls, clubs, RSLs and yoga studios forced to close. Shopping centres, hairdressers and fitness boot camps ok to stay open",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/confused-about-the-new-coronavirus-measures-here-s-what-you-can-and-can-t-do,25/03/2020,
2254,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,"Funerals will be limited to 10 people - who must stand 1.5 meters away from each other. Weddings can also go ahead, but with a maximum of five people: the couple, the celebrant and two guests.",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/confused-about-the-new-coronavirus-measures-here-s-what-you-can-and-can-t-do,25/03/2020,
2255,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,General recommendations,No,"Prime Minister Scott Morrison has urged Australians to stay home except for essential trips, ordering more businesses to close to stop people gathering. On Tuesday, Mr Morrison told Australians to only leave the house when ""it is absolutely necessary you go out"". He said Australians should continue working but it was ""strongly encouraged to work from home"".",Not applicable,24/03/2020,SBS News,Media,https://www.sbs.com.au/news/scott-morrison-tells-australians-to-stay-home-unless-absolutely-necessary-to-go-out,25/03/2020,
2256,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Non-urgent elective surgeries in Australia's public and private hospitals will be banned from midnight in a bid to preserve the healthcare system to respond to the coronavirus pandemic.,Not applicable,25/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-25/coronavirus-covid-19-commission-scott-morrison-elective-surgery/12088522,25/03/2020,
2257,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes, doctors in specialist areas outside of critical care and the ICU are being told to be prepare for reassignment out of their normal areas in order to fight the virus in the coming months. This includes specialities such as physiotherapists being re-trained in critical care procedures and GPs being placed into special COVID-19 response teams.,Not applicable,25/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-25/coronavirus-covid-19-commission-scott-morrison-elective-surgery/12088522,25/03/2020,
2277,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Testing policy,No,Australia's deputy chief medical officer says authorities will soon announce recent overseas travel will no longer be a requirement to be tested for COVID-19.,Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/coronavirus-testing-guidelines-in-australia-are-about-to-change,25/03/2020,
2278,Australia,AUS,,,Pacific,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,"Travellers seeking entry into Tasmania face further restrictions with the government warning that those seeking to use the ferry service to enter the state will be turned away in most cases. Only essential travellers or Tasmanians returning home are allowed to use the TT-Line Bass Strait service, Premier Peter Gutwein announced on Tuesday.",Other (add in comments),24/03/2020,SBS News,Media,https://www.sbs.com.au/news/queues-at-state-borders-as-new-restrictions-come-into-force,25/03/2020,
2800,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Testing policy,Yes,"Australia is set to receive a shipment of 1.5 million ""finger-prick"" or ""point-of-care"" coronavirus testing kits ""within days"", according to the office of the Chief Medical Officer. Mr Hunt said the tests had only been recently approved for use by the health department, and that the finger-prick tests would be carried out by doctors and nurses in a general-practice setting. The criteria for who can get tested was expanded on Wednesday, and it's possible the criteria will change further following the delivery of the new kits.",Not applicable,26/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-27/coronavirus-covid-19-testing-criteria-eligibility/12097990,27/03/2020,
2801,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Big 4 banks allowing mortgage payments to be placed on hold but will capitalise interest,Not applicable,26/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-26/are-banks-freezing-mortgages-banks-putting-payments-on-hold/12090642,27/03/2020,
2802,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"Australians returning home will not be allowed to complete the mandatory 14-day self-isolation period at home, but will instead be taken straight to a state-run quarantine centre in whichever state their international flight arrives. ""Each person will also receive self-isolation care packages of food and other essentials.""",Arrest/Detention,28/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-27/coronavirus-quarantine-laws-force-international-arrivals-hotels/12097312,27/03/2020,https://www.pm.gov.au/media/update-coronavirus-measures-270320
2803,Australia,AUS,,,Pacific,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,Yes,ADF personnel will bolster local police efforts in visiting the homes and residences of Australians who are in mandatory isolation as directed by state and territory governments and will report to the local police whether the identified individual was at the residence.,Not available,28/03/2020,Australia MoH,Government,https://www.pm.gov.au/media/update-coronavirus-measures-270320,27/03/2020,
2804,Australia,AUS,Tas,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,"Tasmania's Premier has warned the public they face fines of up to $16,800 if they gather in groups larger than 10 people in public or private from 6:00pm on Friday night, as part of the tightening of measures to address the coronavirus pandemic.",Fines,27/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-27/coronavirus-pandemic-tasmania-fines-for-gatherings-over-10/12095608,27/03/2020,
2805,Australia,AUS,King & Flinders Islands,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,any non-essential travellers from mainland Tasmania who fly into King or Flinders Island must go into 14 days isolation,Not available,27/03/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-27/coronavirus-pandemic-tasmania-fines-for-gatherings-over-10/12095608,27/03/2020,
2806,Australia,AUS,WA,,Pacific,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,"The WA Premier has restricted movement between regions in WA. Fines of up to $50,000 could be issued if people ignore the rules. Exemptions exist for essential travel and on compassionate grounds
Beginning at midnight on Tuesday, Mr McGowan said only essential travel would be allowed between regions.
All other travel would be restricted between WA's regions, which include Perth/Peel and the country regions of the Kimberley, Pilbara, Gascoyne, Mid West, Wheatbelt, Goldfields-Esperance, South West, and Great Southern.",Fines,01/04/2020,ABC News,Media,https://www.abc.net.au/news/2020-03-27/coronavirus-restrictions-announced-on-travel-across-wa/12096634,27/03/2020,
2807,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,No,"Aust Defense Force (ADF) assistance will be provided under the Defence Assistance to the Civil Community arrangements. These new requirements will build on the existing support the Australian Defence Force is providing to the COVID-19 response, including:Assistance to the states and territories to support contact tracing efforts.Supporting industry with the production of surgical masks.Provision of planning and logistics support to Commonwealth, state and territory agencies.Provision of personnel to other agencies, including Services Australia.Supporting the NT Police with border control operations.Assisting states and territories to support the production of food hampers to supply to isolated civilians.",Not available,27/03/2020,Australia MoH,Government,https://www.pm.gov.au/media/update-coronavirus-measures-270320,27/03/2020,
2808,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,"State and territory governments committed to urgently finalise arrangements with private hospitals under the COVID-19 National Partnership Agreement by 29 March 2020, to ensure sufficient and viable capacity exists within the private hospital sector both through the COVID-19 response and on an ongoing basis in supporting the acute and intensive care needs of infected Australians together with other continuing urgent care needs. The capacity of the private system for non COVID cases and for overflow, particularly from ICU facilities, may be critical to Australia’s response.",Not applicable,29/03/2020,Australia MoH,Government,https://www.pm.gov.au/media/update-coronavirus-measures-270320,27/03/2020,
2809,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,"Mental health services have experienced a rise in demand as Australians seek help during the coronavirus pandemic, with Lifeline preparing for a 25 per cent increase in contacts over the coming weeks and months. Kids Helpline has recorded an additional 1519 phone, webchat and email contact attempts in the last fortnight compared with the previous two weeks, with 461 involving mention of COVID-19.",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/coronavirus-crisis-spurs-more-australians-to-reach-out-for-mental-health-services,27/03/2020,
2810,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,"For patients and practitioners who are self-isolating or at high risk of COVID-19, Telehealth services are being offered. ‘Telehealth’ lets practitioners offer their services via different technologies such as Skype, phone calls, Zoom video conferencing and more.",Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/insight/how-to-access-mental-health-support-during-the-time-of-coronavirus,27/03/2020,
2811,Australia,AUS,NT,,Pacific,Introduction / extension of measures,Public health measures,Awareness campaigns,Yes,Language barriers in parts of the Northern Territory are being broken down so all Australians can access important messaging about the coronavirus pandemic.,Not applicable,26/03/2020,SBS News,Media,https://www.sbs.com.au/news/warnings-about-covid-19-are-being-translated-into-aboriginal-languages-to-reach-all-australians,27/03/2020,
2812,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Testing policy,Yes,PM Scott Morrison says the categories of people who can be tested has now been expanded beyond two core groups.,Not applicable,25/03/2020,SBS News,Media,https://www.sbs.com.au/news/australia-s-coronavirus-testing-criteria-expanded,27/03/2020,
3515,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"The Government has announced the Early Childhood Education and Care Relief Package that gives families fee relief while supporting child care services to keep their doors open and employees in their jobs. Childcare for workers in essential jobs will be free, the Federal Government has announced.",Not applicable,02/04/2020,Aust Govt,Government,https://www.australia.gov.au,02/04/2020,https://www.sbs.com.au/news/australians-in-essential-jobs-to-receive-free-childcare
3516,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"Registrations are open for small businesses, and other eligible employers, to apply for a 50 per cent wage subsidy of their apprentice’s or trainee’s wage from 1 January 2020 to 30 September 2020.",Not applicable,02/04/2020,Aust Govt,Government,https://www.australianapprenticeships.gov.au,02/04/2020,
3517,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,No,"Public gatherings, excluding household members, have been reduced to a maximum of two people.",Not applicable,02/04/2020,Aust Govt,Government,https://www.australia.gov.au,02/04/2020,
3518,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,The Government has announced a $130 billion JobKeeper Payment to keep more Australians in jobs and support businesses affected by the Coronavirus.,Not applicable,31/03/2020,Aust Govt,Government,https://treasury.gov.au/coronavirus/jobkeeper,02/04/2020,https://www.sbs.com.au/news/businesses-unions-welcome-government-s-130-billion-wage-subsidy-scheme
3519,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Evictions will be put on hold for 6 months by the states and territories.,Not applicable,02/04/2020,Aust Govt,Government,https://www.australia.gov.au,02/04/2020,
3520,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"$1.1 billion to support more mental health, Medicare and domestic violence services",Not applicable,29/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/11-billion-support-more-mental-health-medicare-and-domestic-violence-services-0,02/04/2020,
3521,Australia,AUS,,,Pacific,Introduction / extension of measures,Lockdown,Partial lockdown,No,"Australia goes into level 3 shutdown: Everyone should stay home unless you are: shopping for essentials, receiving medical care, exercising or travelling to work or education",Fines,29/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/national-cabinet-statement,02/04/2020,https://www.sbs.com.au/news/know-your-rights-as-australia-goes-into-stage-three-shutdown
3522,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Awareness campaigns,No,National Cabinet welcomed the new coronavirus app and WhatsApp channel that were released today by the Commonwealth Government. The app is now available on Apple and Android devices. The WhatsApp channel can be accessed by entering aus.gov.au/whatsapp into your internet browser.,Not applicable,29/03/2020,Aust Govt,Government,https://www.pm.gov.au/media/national-cabinet-statement,02/04/2020,
3523,Australia,AUS,,,Pacific,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,"More than 40,000 retired health professionals to be reinstated in fight against coronavirus",Not applicable,06/04/2020,SBS News,Media,https://www.sbs.com.au/news/more-than-40-000-retired-health-professionals-to-be-reinstated-in-fight-against-coronavirus,02/04/2020,
3524,Australia,AUS,,,Pacific,Introduction / extension of measures,Social distancing,Limit public gatherings,Yes,"Meals will be delivered to elderly Australians to help them stay at home, thanks to nearly $60 million in federal government funding amid the coronavirus pandemic.",Not applicable,31/03/2020,SBS News,Media,https://www.sbs.com.au/news/almost-60-million-committed-to-meal-delivery-services-for-australia-s-elderly,02/04/2020,
3525,Australia,AUS,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,New Zealanders in Australia eligible to access $130 billion wage subsidy scheme. New Zealand citizens at risk of losing their job in Australia will be eligible to access the government's $130 billion wage subsidy scheme during the coronavirus crisis despite being ineligible for unemployment benefits.,Not applicable,31/03/2020,SBS News,Media,https://www.sbs.com.au/news/new-zealanders-in-australia-eligible-to-access-130-billion-wage-subsidy-scheme,02/04/2020,https://www.rnz.co.nz/news/national/413058/kiwis-in-australia-included-in-job-support-scheme
3526,Australia,AUS,WA,,Pacific,Introduction / extension of measures,Movement restrictions,Border closure ,Yes,"The WA Government will introduce a ""temporary closure"" of its interstate border effective from midnight on Sunday. ""In effect we'll be turning Western Australia into an island within an island — our own country.""",Not available,05/04/2020,ABC News,Media,https://www.abc.net.au/news/2020-04-02/coronavirus-sees-wa-close-state-borders-from-midnight-sunday/12114648,02/04/2020,
405,Austria,AUT,,,Europe,Introduction / extension of measures,Lockdown,Partial lockdown,No,"Citizens are suspend all non-essential activities outside their homes and stay in their homes for the duration for one week; ecemptions are essential work, for essential shopping or services, helping someone else, physical activity if alone or with co-living persons",Fines,16/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,15/03/2020,
407,Austria,AUT,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,ban of public gatherings over 5 people; closure of restaurants,Not applicable,16/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,15/03/2020,
408,Austria,AUT,,,Europe,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"entry ban for travelers from Great Britain, Netherlands, Ukraine, Russia unless they have a medical certificate confirming no coronavirus infection and will self-quarantine for 14 days",Not applicable,16/03/2020,Ministry of Social Affairs,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,15/03/2020,
409,Austria,AUT,,,Europe,Introduction / extension of measures,Social distancing,Schools closure ,No,schools and education institutions closed starting for secondary schools on 16 March and on 18 March for primary schools,Not applicable,16/03/2020,Government,Government,https://www.oesterreich.gv.at/themen/coronavirus_in_oesterreich/aktuelle_entwicklungen_in_der_schule.html,15/03/2020,
410,Austria,AUT,,,Europe,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,announcement of economic measures including loans for private businesses,Not applicable,14/03/2020,Government,Government,https://www.oesterreich.gv.at/themen/coronavirus_in_oesterreich/corona_krisenbew%C3%A4ltigungsfonds_fuer_unternehmen_und_arbeitsplaetze.html,15/03/2020,
411,Austria,AUT,,,Europe,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,"Flights from the following locations were banned: Volksrepublik China,  Republik Korea,  Islamische Republik Iran,  Italien,  Schweiz,  Frankreich,  Spanien,  Vereinigtes Königreich,  Niederlande,  Russische Föderation,  Ukraine",Not applicable,10/03/2020,Government,Government,https://www.sozialministerium.at/dam/jcr:f86f5e8c-3e2f-47a0-be97-9f2da352e375/Verordnung_V20200325-web.pdf,15/03/2020,
412,Austria,AUT,,,Europe,Introduction / extension of measures,Social distancing,Limit public gatherings,No,limit of public gatherings over 500 person outdoors and limit of indoor gatherings to 100 person,Not applicable,10/03/2020,Government,Government,https://www.oesterreich.gv.at/themen/coronavirus_in_oesterreich/coronavirus_in_oesterreich_aktuelle_massnahmen.html,15/03/2020,
413,Austria,AUT,,,Europe,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,"suspension of flights and trains from Switzerland, Spain, France",Not applicable,16/03/2020,Ministry for Foreign Affairs,Government,https://www.bmeia.gv.at/,15/03/2020,
414,Austria,AUT,,,Europe,Introduction / extension of measures,Movement restrictions,Border checks ,Yes,intensified border checks at forder with Italy,Not applicable,11/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-austria/austria-closing-schools-over-coronavirus-as-border-checks-take-effect-idUSKBN20Y2YC,15/03/2020,
415,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Introduction of quarantine policiesfor residents of Paznautal and St. Anton (Tirol State) for 14 days meaning nobody is permitted to enter or leave the areas under quarantine while local residents are still permitted to leave their homes,Fines,13/03/2020,Tyrol Government,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/coronavirus-paznauntal-und-st-anton-am-arlberg-werden-isoliert-1/,15/03/2020,
859,Austria,AUT,,,Europe,Introduction / extension of measures,Social distancing,Public services closure ,Yes,"Closure of all ski lifts and hotels in Tyrol, Salzburg, Carinthia and Upper Austria",Not applicable,16/03/2020,Government,Government,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Coronavirus---Aktuelle-Ma%C3%9Fnahmen.html,20/03/2020,
860,Austria,AUT,Tyrol,,Europe,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,No,Quarantine extended to Sölden and St.Christoph am Arlberg halting all travel from and to the areas,Not available,17/03/2020,Government ,Government,https://www.tirol.gv.at/meldungen/meldung/artikel/coronavirus-soelden-wird-unter-quarantaene-gestellt/,20/03/2020,
